1365,48.638771240,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1367,48.844326084,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1371,49.151040939,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1373,49.356049132,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1378,49.561911921,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1380,49.867356994,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1383,50.073607247,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1386,50.277914700,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1389,50.585818125,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1393,50.789237304,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1397,50.993929363,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1412,51.188353157,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=314263 Ack=1 Win=501 Len=1368 TSval=1403274415 TSecr=4004779231 [TCP segment of a reassembled PDU]
1414,51.189461858,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1426,51.506460387,88.99.245.8,172.21.0.134,TLSv1.2,120,"[TCP Previous segment not captured] , Ignored Unknown Record"
1427,51.506460698,88.99.245.8,172.21.0.134,TCP,1434,[TCP Out-Of-Order] 443  >  52454 [ACK] Seq=315685 Ack=1 Win=501 Len=1368 TSval=1403274683 TSecr=4004779427
1431,51.710841542,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1433,52.018169560,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1443,52.147998891,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=319951 Ack=1 Win=501 Len=1368 TSval=1403275393 TSecr=4004780255 [TCP segment of a reassembled PDU]
1445,52.148960653,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1461,52.427524309,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1464,52.632592686,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1466,52.940933021,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1472,53.145861868,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=325639 Ack=1 Win=501 Len=1368 TSval=1403276349 TSecr=4004781178 [TCP segment of a reassembled PDU]
1474,53.146129463,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1482,53.195954740,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=327061 Ack=1 Win=501 Len=1368 TSval=1403276393 TSecr=4004781178 [TCP segment of a reassembled PDU]
1484,53.197309005,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1499,53.350114058,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=328483 Ack=1 Win=501 Len=1368 TSval=1403276562 TSecr=4004781434 [TCP segment of a reassembled PDU]
1501,53.350335661,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
